"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Ojima R.","Ojima, Ricardo (24335946500)","24335946500","The demographic dimension of climate change: Climate change scenarios and population growth trends; [As dimensões demográficas das mudanças climáticas: Cenários de mudança do clima e as tendências do crescimento populacional]","2011","Revista Brasileira de Estudos de Populacao","28","2","","389","403","14","3","10.1590/S0102-30982011000200009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855907713&doi=10.1590%2fS0102-30982011000200009&partnerID=40&md5=ed52f344537f0b04e847cb6c39bf36ee","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84855907713"
"Lopes P.F.M.; Silvano R.A.M.; Begossi A.","Lopes, Priscila F.M. (56468837900); Silvano, Renato A.M. (6602535117); Begossi, Alpina (6701814599)","56468837900; 6602535117; 6701814599","Extractive and sustainable development reserves in Brazil: Resilient alternatives to fisheries?","2011","Journal of Environmental Planning and Management","54","4","","421","443","22","52","10.1080/09640568.2010.508687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953840307&doi=10.1080%2f09640568.2010.508687&partnerID=40&md5=eb8da7280d55b7ec8ed8c8d463eaba5e","Article","Final","","Scopus","2-s2.0-79953840307"
"Garla R.C.; Freitas R.H.A.; Calado J.F.; Paterno G.B.C.; Carvalho A.R.","Garla, Ricardo C. (13407098500); Freitas, Renato H.A. (56653133100); Calado, Janaina F. (59115502300); Paterno, Gustavo B.C. (56708321900); Carvalho, Adriana R. (7201882441)","13407098500; 56653133100; 59115502300; 56708321900; 7201882441","Public awareness of the economic potential and threats to sharks of a tropical oceanic archipelago in the western South Atlantic","2015","Marine Policy","60","","","128","133","5","22","10.1016/j.marpol.2015.06.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934952270&doi=10.1016%2fj.marpol.2015.06.012&partnerID=40&md5=0331ffa4c7e575d6de29045ff1c0bdd5","Article","Final","","Scopus","2-s2.0-84934952270"
"Carvalho A.E.C.; Sampaio L.M.B.","Carvalho, Anne Emília Costa (56577176600); Sampaio, Luciano Menezes Bezerra (24077343500)","56577176600; 24077343500","Paths to universalize water and sewage services in Brazil: The role of regulatory authorities in promoting efficient service","2015","Utilities Policy","34","","","1","10","9","24","10.1016/j.jup.2015.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926071087&doi=10.1016%2fj.jup.2015.03.001&partnerID=40&md5=6947e423915e3002faf2f82380c85a55","Article","Final","","Scopus","2-s2.0-84926071087"
"Costa I.C.C.; de Araújo M.N.T.","Costa, Iris do Céu Clara (35615332800); de Araújo, Maria Neile Torres (33067679200)","35615332800; 33067679200","Definition of abilities profile in public health based on the experience of dentists of public service; [Definição do perfil de competências em saúde coletiva a partir da experiência de cirurgiões-dentistas atuantes no serviço público]","2011","Ciencia e Saude Coletiva","16","SUPPL. 1","","1181","1189","8","10","10.1590/S1413-81232011000700050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955690828&doi=10.1590%2fS1413-81232011000700050&partnerID=40&md5=a2e125617b06d19b6ec020f69dd84d51","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-79955690828"
"De Almeida L.Q.; Welle T.; Birkmann J.","De Almeida, Lutiane Queiroz (57189601394); Welle, Torsten (36070135000); Birkmann, Jörn (21733408600)","57189601394; 36070135000; 21733408600","A methodological proposal to Disaster Risk indicators in Brazil","2016","Proceedings of the International ISCRAM Conference","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015727464&partnerID=40&md5=6a4aba8bca15e9ccf6a97e031115263b","Conference paper","Final","","Scopus","2-s2.0-85015727464"
"Pereira G.M.C.; Castro F.N.; Lanza L.N.M.; Lanza D.C.F.","Pereira, Giveldna Maria Costa (57162296700); Castro, Felipe Nalon (44460891700); Lanza, Luciana Nunes Menolli (55748366000); Lanza, Daniel Carlos Ferreira (36614492100)","57162296700; 44460891700; 55748366000; 36614492100","Overview of opportunities for graduates of higher education in Brazil: The role of innovation in the creation of new job markets; [Panorama de oportunidades para os egressos do ensino superior no Brasil: O papel da inovação na criação de novos mercados de trabalho]","2016","Ensaio","24","90","","179","198","19","3","10.1590/S0104-40362016000100008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960341799&doi=10.1590%2fS0104-40362016000100008&partnerID=40&md5=4f9659fe1b4097411e6fd7b986dccca7","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84960341799"
"Da Silva P.M.M.; Pacífico F.T., Jr.; Barreto L.K.S.; Brito L.M.P.","Da Silva, Pablo Marlon Medeiros (57125548000); Pacífico, Francisco Tomaz (57125975800); Barreto, Laís Karla Da Silva (57125726500); Brito, Lydia Maria Pinto (35789761300)","57125548000; 57125975800; 57125726500; 35789761300","Perception of managers about the diversity: Analysis hoteleiras organizations; [Percepção de gestores a respeito da diversidade: Análise em organizações hoteleiras]","2016","Espacios","37","1","","7","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958545000&partnerID=40&md5=b671909c56ee4b7b5c4bca9f74004bd1","Article","Final","","Scopus","2-s2.0-84958545000"
"Matias H.J.D.; Pinheiro J. de Q.","Matias, Hugo Juliano Duarte (24741054200); Pinheiro, José de Queiroz (7102840383)","24741054200; 7102840383","Sustainable development: A discourse about the relation between development and nature; [Desenvolvimento sustentável: Um discurso sobre a relação entre desenvolvimento e natureza]","2008","Psicologia e Sociedade","20","1","","134","143","9","3","10.1590/s0102-71822008000100015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50549083952&doi=10.1590%2fs0102-71822008000100015&partnerID=40&md5=cf27d5e5ec5932e35846627fcd77fd15","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-50549083952"
"Tosi C.H.; Ferreira R.G.","Tosi, Carolina H. (24451262100); Ferreira, Renata G. (24450176800)","24451262100; 24450176800","Behavior of estuarine dolphin, Sotalia guianensis (Cetacea, Delphinidae), in controlled boat traffic situation at southern coast of Rio Grande do Norte, Brazil","2009","Biodiversity and Conservation","18","1","","67","78","11","27","10.1007/s10531-008-9435-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58349092881&doi=10.1007%2fs10531-008-9435-z&partnerID=40&md5=75ddd2b1b5bf104aca461791fda3cd05","Article","Final","","Scopus","2-s2.0-58349092881"
"Pedraza D.F.; Sales M.C.; de Menezes T.N.","Pedraza, Dixis Figueroa (36135972800); Sales, Márcia Cristina (42062404500); de Menezes, Tarciana Nobre (55918040900)","36135972800; 42062404500; 55918040900","Factors associated with linear growth of socially vulnerable children of the State of Paraíba, Brazil; [Fatores associados ao crescimento linear de crianças socialmente vulneráveis do Estado da Paraíba, Brasil]","2016","Ciencia e Saude Coletiva","21","3","","935","946","11","11","10.1590/1413-81232015213.20722014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959926508&doi=10.1590%2f1413-81232015213.20722014&partnerID=40&md5=0d92423076a46539557954aa7be1e3f7","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84959926508"
"E Santos A.S.F.; De O. Freire F.H.; Da Costa B.L.N.; Manrich S.","E Santos, Amélia S. F. (36350050800); De O. Freire, Fernando H. (38662425400); Da Costa, Brenno L. N. (55430340300); Manrich, Sati (6602361830)","36350050800; 38662425400; 55430340300; 6602361830","Plastic bags: Sustainable disposal and alternative routes to their substitution; [Sacolas plásticas: Destinações sustentáveis e alternativas de substituição]","2012","Polimeros","22","3","","228","237","9","12","10.1590/S0104-14282012005000036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867891761&doi=10.1590%2fS0104-14282012005000036&partnerID=40&md5=350defc2b5f228a758773f66c17d8d48","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84867891761"
"Falcão T.J.D.O.; Costa I.D.C.C.","Falcão, Thales Jenner De Oliveira (23990340100); Costa, Iris Do Céu Clara (35615332800)","23990340100; 35615332800","Smoking in a small city: An ethnographic study to serve as a base for the creation of a public health program; [O tabagismo em um município de pequeno porte: Um estudo etnográfico como base para geração de um programa de saúde pública]","2008","Jornal Brasileiro de Pneumologia","34","2","","91","97","6","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41549101432&partnerID=40&md5=3084c3666a95ee47a5f9eafd12c762c3","Article","Final","","Scopus","2-s2.0-41549101432"
"Guimarães P.B.V.; Lanzillo A.","Guimarães, Patricia Borba Villar (57200189982); Lanzillo, Anderson (56469583100)","57200189982; 56469583100","Preventing Climate Disasters: Legal and Economic Aspects of the Implementation of the National Fund on Climate Change in Brazil","2013","Climate Change Management","","","","475","481","6","0","10.1007/978-3-642-31110-9_31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071423425&doi=10.1007%2f978-3-642-31110-9_31&partnerID=40&md5=b93e7b083bab215db65703296946be60","Book chapter","Final","","Scopus","2-s2.0-85071423425"
"Nunes J.A.; Mariano J.L.","Nunes, José Antonio (57209130301); Mariano, Jorge Luiz (35191611800)","57209130301; 35191611800","Efeitos dos programas de transferência de renda sobre a oferta de trabalho não agrícola na área rural da região Nordeste","2015","Revista de Economia e Sociologia Rural","53","1","","71","90","19","4","10.1590/1234-56781806-9479005301004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930257346&doi=10.1590%2f1234-56781806-9479005301004&partnerID=40&md5=b7e4721080b67f68e2b70a9d16f534d3","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84930257346"
"De Castro Panizza A.; Rocha Y.; Dantas A.","De Castro Panizza, Andrea (6503963648); Rocha, Yuritavares (23061725700); Dantas, Aldo (54585090400)","6503963648; 23061725700; 54585090400","The Brazilian coast: Exploration, occupation and preservation - A comparative study between littoral regions of the states of São Paulo and Rio Grande do Norte; [O litoral brasileiro: Explora mao, ocupação e preservação - Um estudo coparativo entre regiões litorâneas dos estados de São Paulo e Rio Grande do Norte]","2009","RA'E GA - O Espaco Geografico em Analise","","17","","7","16","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83255193433&partnerID=40&md5=70660c3a05daaa61e642ed6a8657d8af","Article","Final","","Scopus","2-s2.0-83255193433"
"da Fonseca L.B.; Nobre M.T.; dos Santos J.J.G.","da Fonseca, Lázaro Batista (56375245600); Nobre, Maria Teresa (25960280800); dos Santos, João José Gomes (56375243600)","56375245600; 25960280800; 56375243600","Between everyday practices and interventions: Narrative fragments on environmental degradation and health in Aracaju, Brazil; [Entre práticas e invenções cotidianas: Fragmentos narrativos sobre degradação ambiental e Saúde em Aracaju, Brasil]","2014","Ciencia e Saude Coletiva","19","10","","4031","4040","9","0","10.1590/1413-812320141910.09402014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907587712&doi=10.1590%2f1413-812320141910.09402014&partnerID=40&md5=8e4f3e90a8e153f26f621ed01805a45d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84907587712"
"Lopes L.S.O.; Araújo J.L.L.; do Nascimento M.A.L.","Lopes, Laryssa Sheydder de Oliveira (55520836600); Araújo, José Luís Lopes (55336777000); do Nascimento, Marcos Antônio Leite (55359812000)","55520836600; 55336777000; 55359812000","Using values of tourism geosites seven cities (PI); [Valores de uso turístico dos geossítios de sete cidades (PI)]","2012","Anuario do Instituto de Geociencias","35","1","","209","221","12","2","10.11137/2012_1_209_221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870900224&doi=10.11137%2f2012_1_209_221&partnerID=40&md5=2e1e8e729e1081b1b90644364e22c4f7","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84870900224"
"De Freitas Torres D.; De Oliveira E.S.; Da Nóbrega Alves R.R.; Vasconcellos A.","De Freitas Torres, Denise (35292020500); De Oliveira, Eduardo Silva (36612017200); Da Nóbrega Alves, Rômulo Romeu (35608472400); Vasconcellos, Alexandre (7005949910)","35292020500; 36612017200; 35608472400; 7005949910","Ethnobotany and ethnozoology in conservation areas: Use of biodiversity in the apagenipabu, rio grande do norte, Brazil; [Etnobotânica e etnozoologia em unidades de conservação: Uso da biodiversidade na apa de genipabu, rio grande do norte, Brasil]","2009","Interciencia","34","9","","623","629","6","27","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71949116840&partnerID=40&md5=b0a5880372e08096cfec2ea02ac2d000","Article","Final","","Scopus","2-s2.0-71949116840"
"de Oliveira M.F.; Bezerra V.P.; Silva A.O.; Alves M.S.C.F.; Moreira M.A.S.P.; Caldas C.P.","de Oliveira, Marcos Francisco (55341556400); Bezerra, Valéria Peixoto (55341647400); Silva, Antonia Oliveira (23569687800); Alves, Maria do Socorro Costa Feitosa (8638019400); Moreira, Maria Adelaide Silva Paredes (36696845600); Caldas, Célia Pereira (7006688986)","55341556400; 55341647400; 23569687800; 8638019400; 36696845600; 7006688986","The symptomatology of self-referred depression by elderly people who live in a shantytown; [Sintomatologia de depressão autorreferida por idosos que vivem em comunidade]","2012","Ciencia e Saude Coletiva","17","8","","2191","2198","7","14","10.1590/S1413-81232012000800029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865271496&doi=10.1590%2fS1413-81232012000800029&partnerID=40&md5=de004d3aef1c05931e8a4789ef018c03","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84865271496"
"Correia M.V.G.; Teixeira C.C.G.; Araújo J.F.; Brito L.M.O.; De Figueiredo Neto J.A.; Chein M.B.D.C.; Coimbra L.C.; Mesquita E.R.D.R.B.P.L.","Correia, Marcius Vinícius Gonçalves (24824148200); Teixeira, Claudia Cristina Gomes (52864828000); Araújo, John Fontenele (57202033231); Brito, Luciane Maria Oliveira (24823977700); De Figueiredo Neto, José Albuquerque (15045292300); Chein, Maria Bethânia Da Costa (24824140000); Coimbra, Liberata Campos (6603113583); Mesquita, Emygdia Rosa Do Rego Barros Pires Leal (52864072100)","24824148200; 52864828000; 57202033231; 24823977700; 15045292300; 24824140000; 6603113583; 52864072100","Socio-demographic factors affecting cognitive performance in older women; [Perfil cognitivo em idosas de dois serviços públicos em São Luís - MA]","2008","Revista de Psiquiatria Clinica","35","4","","131","137","6","2","10.1590/s0101-60832008000400002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849118180&doi=10.1590%2fs0101-60832008000400002&partnerID=40&md5=32941d34f879b9af7ab15dc9cf1557b9","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-51849118180"
"Pinheiro J.Q.; Corral Verdugo V.","Pinheiro, Jose Q. (7102840383); Corral Verdugo, Victor (55989642100)","7102840383; 55989642100","Time perspective and sustainable behaviour","2013","Psychological Approaches to Sustainability: Current Trends in Theory, Research and Applications","","","","205","224","19","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891968343&partnerID=40&md5=a5ff49d60a4d35a2897909086aa8558a","Book chapter","Final","","Scopus","2-s2.0-84891968343"
"Garda A.A.; Da Silva J.M.C.; Baião. P.C.","Garda, Adrian Antonio (6701481343); Da Silva, José Maria Cardoso (56099869200); Baião., Patrícia Carvalho (20336620200)","6701481343; 56099869200; 20336620200","Biodiversity conservation and sustainable development in the Amazon","2010","Systematics and Biodiversity","8","2","","169","175","6","24","10.1080/14772000.2010.484435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650362449&doi=10.1080%2f14772000.2010.484435&partnerID=40&md5=83f4144425e9655436b87c2215cf7f38","Review","Final","","Scopus","2-s2.0-78650362449"
"Seixas E.P.A.; de Araújo M.V.P.; Brito M.L.A.; Fonseca G.F.; Shitsuka R.","Seixas, Eugênia Patrícia de Almeida (57194067479); de Araújo, Maria Valéria Pereira (57189687559); Brito, Max Leandro de Araújo (56937975300); Fonseca, Gessica Fabiely (57194072097); Shitsuka, Ricardo (57193392205)","57194067479; 57189687559; 56937975300; 57194072097; 57193392205","Active methodologies in tourism education and practices of professors; [Metodologias ativas no ensino de turismo e as práticas dos docentes]","2016","Espacios","37","29","17","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018541094&partnerID=40&md5=0802ac2e8816b6d30a0437370ea7f6f3","Article","Final","","Scopus","2-s2.0-85018541094"
"da Silva V.N.; da Silva L.E.S.F.; da Silva A.J.N.; de Macedo G.R.","da Silva, Valéria N (55312683000); da Silva, Luiz E. de S. F. (56975848000); da Silva, Apolino J. N. (27168535200); de Macedo, Gorete R. (6506831565)","55312683000; 56975848000; 27168535200; 6506831565","Biofertilizers and performance of Paenibacillus in the absorption of macronutrients by cowpea bean and soil fertility; [Biofertilizantes e performance do Paenibacillus na absorção de macronutrientes pelo feijão caupi e fertilidade do solo]","2015","Revista Brasileira de Engenharia Agricola e Ambiental","19","12","","1136","1142","6","2","10.1590/1807-1929/agriambi.v19n12p1136-1142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948129345&doi=10.1590%2f1807-1929%2fagriambi.v19n12p1136-1142&partnerID=40&md5=8675c466eaeef17a8812a383347e3f15","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84948129345"
"Mota M.K.F.; Barbosa R.S.; Filgueira J.M.","Mota, Maria Kaliane Freitas (57200289196); Barbosa, Renato Samuel (57216477733); Filgueira, João Maria (57200299998)","57200289196; 57216477733; 57200299998","The regional development based on education: An input-output analysis in rio grande do norte state - Brazil; [Desenvolvimento regional baseado na educação: Uma análise insumo-produto no estado do rio grande do norte - Brasil]","2015","Revista Brasileira de Gestao e Desenvolvimento Regional","11","1","","206","223","17","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040680455&partnerID=40&md5=2acd062427a3a4585aadcd650fdc948c","Article","Final","","Scopus","2-s2.0-85040680455"
"Souza F.E.S.; Ramos e Silva C.A.","Souza, Flavo E.S. (36991695900); Ramos e Silva, Carlos Augusto (12783110500)","36991695900; 12783110500","Ecological and economic valuation of the Potengi estuary mangrove wetlands (NE, Brazil) using ancillary spatial data","2011","Journal of Coastal Conservation","15","1","","195","206","11","20","10.1007/s11852-010-0133-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551593507&doi=10.1007%2fs11852-010-0133-0&partnerID=40&md5=04f9f5657a9545be3b74c862c5ecf46e","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-79551593507"
"Souza R.M.; Gomes Júnior S.R.","Souza, R.M. (57213483489); Gomes Júnior, S.R. (56703280100)","57213483489; 56703280100","Tutorial education program: Advances in schooling in physics at Rio Grande do Norte state; [Programa de educação tutorial: Avanços na formação em física no Rio Grande do Norte]","2015","Revista Brasileira de Ensino de Fisica","37","1","1501","","","","0","10.1590/S1806-11173711577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933556789&doi=10.1590%2fS1806-11173711577&partnerID=40&md5=6a969085ae588c43ef6c9bd2650afc48","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84933556789"
"de Vasconcelos F.A.G.; Calado C.L.A.","de Vasconcelos, Francisco de Assis Guedes (57222635400); Calado, Carmen Lúcia de Araújo (54413874500)","57222635400; 54413874500","Profession of dietician: 70 years of history in Brazil; [Profissão nutricionista: 70 anos de história no Brasil]","2011","Revista de Nutricao","24","4","","605","618","13","24","10.1590/s1415-52732011000400009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555186862&doi=10.1590%2fs1415-52732011000400009&partnerID=40&md5=9af64353e1d243bf55f084e0e96d523c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-82555186862"
"Bendassolli P.F.; Coelho-Lima F.; Pinheiro R.A.; Gê P.C.S.","Bendassolli, Pedro F. (40761084000); Coelho-Lima, Fellipe (55757671900); Pinheiro, Rafaele de Araújo (56581471900); Gê, Pollyanna Carvalho de Siqueira (57189488960)","40761084000; 55757671900; 56581471900; 57189488960","The meaning of work during short-term unemployment","2016","Psicologia: Teoria e Pesquisa","32","1","","123","132","9","5","10.1590/0102-37722016012674123132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971476108&doi=10.1590%2f0102-37722016012674123132&partnerID=40&md5=d8b720d7b6788b5e39fcd55486236fb6","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84971476108"
"Neto J.M.R.; Borges D.F.","Neto, João Mendes da Rocha (54411050000); Borges, Djalma Freire (24536784700)","54411050000; 24536784700","The asymmetries between sectoral policies and the regional planning policy in Brazil; [As assimetrias entre as políticas setoriais e a política de planejamento regional no Brasil]","2011","Revista de Administracao Publica","45","6","","1639","1654","15","1","10.1590/s0034-76122011000600002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82355161221&doi=10.1590%2fs0034-76122011000600002&partnerID=40&md5=dca27cb8d584a7ce9fb8da71daa8aa00","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-82355161221"
"Kikuti M.; Cunha G.M.; Paploski I.A.D.; Kasper A.M.; Silva M.M.O.; Tavares A.S.; Cruz J.S.; Queiroz T.L.; Rodrigues M.S.; Santana P.M.; Lima H.C.A.V.; Calcagno J.; Takahashi D.; Gonçalves A.H.O.; Araújo J.M.G.; Gauthier K.; Diuk-Wasser M.A.; Kitron U.; Ko A.I.; Reis M.G.; Ribeiro G.S.","Kikuti, Mariana (54414303300); Cunha, Geraldo M. (8595056000); Paploski, Igor A. D. (37071101000); Kasper, Amelia M. (56767789700); Silva, Monaise M. O. (55467658100); Tavares, Aline S. (56767660400); Cruz, Jaqueline S. (56767538800); Queiroz, Tássia L. (56588783700); Rodrigues, Moreno S. (57206405778); Santana, Perla M. (56767776200); Lima, Helena C. A. V (35759162900); Calcagno, Juan (57198241148); Takahashi, Daniele (35182067400); Gonçalves, André H. O. (55514971700); Araújo, Josélio M. G. (34978095200); Gauthier, Kristine (58446422600); Diuk-Wasser, Maria A. (6507866842); Kitron, Uriel (7003784237); Ko, Albert I. (7007018347); Reis, Mitermayer G. (35459915300); Ribeiro, Guilherme S. (56253006800)","54414303300; 8595056000; 37071101000; 56767789700; 55467658100; 56767660400; 56767538800; 56588783700; 57206405778; 56767776200; 35759162900; 57198241148; 35182067400; 55514971700; 34978095200; 58446422600; 6507866842; 7003784237; 7007018347; 35459915300; 56253006800","Spatial distribution of dengue in a Brazilian Urban slum setting: Role of socioeconomic gradient in disease risk","2015","PLoS Neglected Tropical Diseases","9","7","e0003921","","","18","94","10.1371/journal.pntd.0003937","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938817708&doi=10.1371%2fjournal.pntd.0003937&partnerID=40&md5=e40672f89aea915f76ecc4dc28e0b8c1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84938817708"
"Cravidão F.; Fernandes J.A.R.; Valença M.M.","Cravidão, Fernanda (56073195300); Fernandes, José Alberto Rio (57200124358); Valença, Márcio Moraes (56681906300)","56073195300; 57200124358; 56681906300","Regional and urban developments in Portuguese-speaking countries","2012","Regional and Urban Developments in Portuguese-Speaking Countries","","","","1","473","472","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896428500&partnerID=40&md5=933f487280544e983f05210afb22278e","Book","Final","","Scopus","2-s2.0-84896428500"
"Alves A.; Moreira F.; Abreu F.; Colombo C.","Alves, Anabela (55486406700); Moreira, Francisco (56644022900); Abreu, Florentina (57385685700); Colombo, Ciliana (56727656200)","55486406700; 56644022900; 57385685700; 56727656200","Sustainability, Lean and Eco-Efficiency Symbioses","2016","Innovation, Technology and Knowledge Management","","","","91","112","21","18","10.1007/978-3-319-29677-7_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121716050&doi=10.1007%2f978-3-319-29677-7_7&partnerID=40&md5=b77be809bd43ce4883e277e06758e725","Book chapter","Final","","Scopus","2-s2.0-85121716050"
"Simplício A.A.; Azevedo H.C.","Simplício, Aurino Alves (6701532194); Azevedo, Hymerson Costa (7003625524)","6701532194; 7003625524","Reproductive management: Focus on reproduction rate; [Manejo reprodutivo: Foco na taxa de reprodução]","2014","Acta Veterinaria Brasilica","8","SUPPL. 2","","320","331","11","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903204124&partnerID=40&md5=b03e2e640d51e1e6643122a15cc2f437","Article","Final","","Scopus","2-s2.0-84903204124"
"Dos Santos C.F.; Siqueira E.S.; De Araújo I.T.; Guedes Z.M.","Dos Santos, Christiane Fernandes (56367942000); Siqueira, Elisabete Stradiotto (55411954100); De Araújo, Iriane Teresa (56368102900); Guedes, Zildenice Matias (56367090000)","56367942000; 55411954100; 56368102900; 56367090000","Agroecology as a means of sustainability for family-based agriculture","2014","Ambiente e Sociedade","17","2","","33","52","19","9","10.1590/S1414-753X2014000200004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907310564&doi=10.1590%2fS1414-753X2014000200004&partnerID=40&md5=53069ec1cb6e1e511806a774ca098454","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84907310564"
"Silva L.D.M.; Guimaraes P.B.V.","Silva, Lucas Do Monte (57189579143); Guimaraes, Patricia Borba Vilar (57200189982)","57189579143; 57200189982","Law and Innovation Policies: An Analysis of the Mismatch between Innovation Public Policies and Their Results in Brazil","2016","Law and Development Review","9","1","","95","151","56","4","10.1515/ldr-2015-0033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973151657&doi=10.1515%2fldr-2015-0033&partnerID=40&md5=dac6f3b68f8bada33d816821b16ba8a6","Article","Final","","Scopus","2-s2.0-84973151657"
